synthetic_id,circuits,communities,customers_out,cause,cause_detail,crew_status,start_utc,etr_utc,n_out,centroid_lat,centroid_lng,geom_point_encoded,geom_polygon_encoded,inc_id_raw,positional_id_raw,tile_quadkey,deployment_guid,retrieved_utc
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T19:30:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,32f38d0d-8324-4610-9e0a-00bb69c635c0,2026-08-15T17:46:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T19:30:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,aacc10cc-0869-4d84-9d51-075f8c356696,2026-08-15T18:01:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,df49ab3b-6d50-4c7e-a7a1-b485a9a0099f,2026-08-15T18:16:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,608dbd0c-feb4-46d7-8e37-620c32172e50,2026-08-15T18:31:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,379e86f3-d660-40c0-a874-42e524073db4,2026-08-15T18:46:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,192d8686-81be-4fbe-944e-7e61cd429fc1,2026-08-15T19:01:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,ac18ab5d-2585-4b52-96ea-41fe70e9c54f,2026-08-15T19:16:17Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,422d4aaa-9f0e-43ad-acba-1149bbe7a5d3,2026-08-15T19:31:17Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,413b6ee2-e604-4e10-95b5-c073108fe94e,2026-08-15T19:46:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,c3c18d7d-bb23-401d-9958-73db4d768969,2026-08-15T20:01:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,f929dc71-7fb4-48a0-aa84-3615be02c766,2026-08-15T20:16:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,439129a0-d507-489d-9417-d9fcfc1fef2f,2026-08-15T20:31:19Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,dbeb1f1e-9e75-4c41-bb09-cc1c4d2cfe23,2026-08-15T20:46:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,ec60ca63-1e4e-4dae-bc8a-accd42cc9e0d,2026-08-15T21:01:16Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-15T22:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,8-0,02301322,4cff652d-64da-44a4-80f9-4071b90e493a,2026-08-15T21:40:25Z
255|2026-08-15T20:52:15Z,255,E Chula Vista,146,,The cause of the outage is unknown and still under investigation.,,2026-08-15T20:52:15Z,2026-08-16T00:00:00Z,1,32.65123,-117.07261,eehfExvpiU,uogfEnzpiU}O~CcLbBeEwLhCkHvG?|EbBfOzJ,,8-1,02301322,4cff652d-64da-44a4-80f9-4071b90e493a,2026-08-15T21:40:25Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-16T01:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,8-0,02301322,9f38923e-be85-4ead-ac03-c9c557367b8e,2026-08-15T21:46:17Z
255|2026-08-15T20:52Z,255,E Chula Vista,146,Foreign Object in Lines,Something has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-15T20:52Z,2026-08-16T00:00:00Z,1,32.65123,-117.07261,eehfExvpiU,uogfEnzpiU}O~CcLbBeEwLhCkHvG?|EbBfOzJ,,8-1,02301322,9f38923e-be85-4ead-ac03-c9c557367b8e,2026-08-15T21:46:17Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-16T01:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,efccc873-52a0-4154-b7b5-2e3b5876ed58,2026-08-15T22:01:17Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-16T01:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,14ff1dfa-f916-4f4e-b32b-99e995db441d,2026-08-15T22:16:17Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-16T01:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,f4647ebb-5045-4bf5-a097-7e5b9c648fb2,2026-08-15T22:31:18Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-16T01:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,897cbb55-a355-4e83-b67c-e16ee290a6d8,2026-08-15T22:46:18Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-16T01:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,daeb8bd7-ba0e-4d1b-802b-9e7ce0927131,2026-08-15T23:01:19Z
415|2026-08-15T16:36:15Z,415,Winter Gardens/ Lakeside/ Bostonia,18,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-15T16:36:15Z,2026-08-16T01:00:00Z,1,32.82275,-116.9345,euigErwuhU,,,4-0,0230,842ae7a0-b758-4aec-ab08-a6a1e90c9c4e,2026-08-15T23:16:17Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,ce74c787-3c34-4011-a7bf-88495f667b4b,2026-08-27T23:17:27Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,ce74c787-3c34-4011-a7bf-88495f667b4b,2026-08-27T23:17:27Z
475|2026-08-27T21:53Z,475,S Poway,225,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T04:00:00Z,1,32.97821,-117.04569,y`hhEpnkiU,goghEfqjiU{EnZmKr]cGrDaDwQz@{J|@kChMw[jM?,,8-1,02301322,ce74c787-3c34-4011-a7bf-88495f667b4b,2026-08-27T23:17:27Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:24:40Z,2026-08-28T02:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,ce74c787-3c34-4011-a7bf-88495f667b4b,2026-08-27T23:17:27Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,ce74c787-3c34-4011-a7bf-88495f667b4b,2026-08-27T23:17:27Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,ce74c787-3c34-4011-a7bf-88495f667b4b,2026-08-27T23:17:27Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,11,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.76853,-116.93989,ib_gEhyvhU,{{~fEnwvhUsI~CRcBjC{@rD?,,11-1,02301322130,ce74c787-3c34-4011-a7bf-88495f667b4b,2026-08-27T23:17:27Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,e0dd3004-ae8b-4154-ab93-b4ae6b806f4c,2026-08-27T23:31:16Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,e0dd3004-ae8b-4154-ab93-b4ae6b806f4c,2026-08-27T23:31:16Z
475|2026-08-27T21:53Z,475,S Poway,225,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T04:00:00Z,1,32.97821,-117.04569,y`hhEpnkiU,goghEfqjiU{EnZmKr]cGrDaDwQz@{J|@kChMw[jM?,,8-1,02301322,e0dd3004-ae8b-4154-ab93-b4ae6b806f4c,2026-08-27T23:31:16Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:24:40Z,2026-08-28T02:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,e0dd3004-ae8b-4154-ab93-b4ae6b806f4c,2026-08-27T23:31:16Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,e0dd3004-ae8b-4154-ab93-b4ae6b806f4c,2026-08-27T23:31:16Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,e0dd3004-ae8b-4154-ab93-b4ae6b806f4c,2026-08-27T23:31:16Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,11,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.76853,-116.93989,ib_gEhyvhU,{{~fEnwvhUsI~CRcBjC{@rD?,,11-1,02301322130,e0dd3004-ae8b-4154-ab93-b4ae6b806f4c,2026-08-27T23:31:16Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,832417dc-72c7-4dc6-a0db-b85f59837470,2026-08-27T23:46:17Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,832417dc-72c7-4dc6-a0db-b85f59837470,2026-08-27T23:46:17Z
475|2026-08-27T21:53Z,475,S Poway,225,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T04:00:00Z,1,32.97821,-117.04569,y`hhEpnkiU,goghEfqjiU{EnZmKr]cGrDaDwQz@{J|@kChMw[jM?,,8-1,02301322,832417dc-72c7-4dc6-a0db-b85f59837470,2026-08-27T23:46:17Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:24:40Z,2026-08-28T02:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,832417dc-72c7-4dc6-a0db-b85f59837470,2026-08-27T23:46:17Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,832417dc-72c7-4dc6-a0db-b85f59837470,2026-08-27T23:46:17Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,832417dc-72c7-4dc6-a0db-b85f59837470,2026-08-27T23:46:17Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,11,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.76853,-116.93989,ib_gEhyvhU,{{~fEnwvhUsI~CRcBjC{@rD?,,11-1,02301322130,832417dc-72c7-4dc6-a0db-b85f59837470,2026-08-27T23:46:17Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,df2e51de-28b6-403f-888f-5bf2839d977e,2026-08-28T00:01:18Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,df2e51de-28b6-403f-888f-5bf2839d977e,2026-08-28T00:01:18Z
475|2026-08-27T21:53Z,475,S Poway,44,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T02:00:00Z,1,32.97733,-117.04626,i{ghEbrkiU,cvghEvlkiUcGfORgOnF?,,8-1,02301322,df2e51de-28b6-403f-888f-5bf2839d977e,2026-08-28T00:01:18Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-27T21:24:40Z,2026-08-28T06:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,df2e51de-28b6-403f-888f-5bf2839d977e,2026-08-28T00:01:18Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,df2e51de-28b6-403f-888f-5bf2839d977e,2026-08-28T00:01:18Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,df2e51de-28b6-403f-888f-5bf2839d977e,2026-08-28T00:01:18Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,11,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.76853,-116.93989,ib_gEhyvhU,{{~fEnwvhUsI~CRcBjC{@rD?,,11-1,02301322130,df2e51de-28b6-403f-888f-5bf2839d977e,2026-08-28T00:01:18Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:16:17Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:16:17Z
475|2026-08-27T21:53Z,475,S Poway,44,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T02:00:00Z,1,32.97733,-117.04626,i{ghEbrkiU,cvghEvlkiUcGfORgOnF?,,8-1,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:16:17Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-27T21:24:40Z,2026-08-28T06:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:16:17Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:16:17Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:16:17Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,5,,The cause of the outage is unknown and still under investigation.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.7675,-116.9396,{{~fEnwvhU,,,11-1,02301322130,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:16:17Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:15Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:15Z
475|2026-08-27T21:53Z,475,S Poway,44,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T02:00:00Z,1,32.97733,-117.04626,i{ghEbrkiU,cvghEvlkiUcGfORgOnF?,,8-1,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:15Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-27T21:24:40Z,2026-08-28T06:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:15Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:15Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:15Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,5,,The cause of the outage is unknown and still under investigation.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.7675,-116.9396,{{~fEnwvhU,,,11-1,02301322130,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:15Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
475|2026-08-27T21:53Z,475,S Poway,44,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T02:00:00Z,1,32.97733,-117.04626,i{ghEbrkiU,cvghEvlkiUcGfORgOnF?,,8-1,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-27T21:24:40Z,2026-08-28T06:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
